ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source,Keywords_HA,Confidence
TAX_183,general_exemption,Is my interest income from a Savings Account taxed?,Interest on personal savings up to a certain limit is generally exempt or taxed at a low WHT rate.,Shin abubuwa da nake biɗa suna rage yawan kuɗin da nake kashewa ne?,Abubuwa game da kuɗi suna da kyau ko kuma suna da kyau sosai.,"savings, interest, WHT, exempt, bank",Nigeria Tax Act 2025 FAQ,"Abubuwa, sosai.",HIGH
TAX_184,export_trade,Does a company in a Free Trade Zone pay tax?,Only on the portion of goods sold inside Nigeria; goods exported 100% are tax-exempt.,Aiki ne mai kyau a yankin da ake biyan haraji?,An sayar da kuɗin ne kawai cikin kashi 60 bisa ɗari na kuɗin da ake kashewa a cikin kashi 80 bisa ɗari na kuɗin da ake biya.,"free trade zone, export, tax-exempt, customs territory","Nigeria Tax Act 2025, Sec. 60","sayar, kuɗin, kawai, cikin, kashi",HIGH
TAX_185,pit_rates,"Is the N800,000 threshold monthly or annual?","It is Annual. Monthly, it means anyone earning roughly N66,667 or less pays zero tax.",Addu'o'in da ake yi kowace shekara ne ko kuma kowace shekara?,"A kowace shekara, an ce duk wanda ya halarci taron ya sha giya ko kuma ya biya haraji.","PIT, N800k, annual, monthly, N66k, threshold",Nigeria Tax Act 2025 FAQ,"kowace, shekara,, wanda, halarci, taron",HIGH
TAX_186,reform_purpose,Why is the government reforming the tax system now?,"To create a fair system, reduce the number of taxes, and ensure the rich pay their fair share while protecting the poor.",Me ya sa gwamnati take gyara tsarin ƙasa yanzu?,"Domin ya halicci wani tsarin adalci, zai rage yawan haraji, kuma ya tabbata cewa masu arziki za su ba da lissafin kuɗi lokacin da suke kāre matalauta.","reform, fair, reduce taxes, rich, poor",FAQ.txt – Taiwo Oyedele,"Domin, halicci, tsarin, adalci,, yawan",HIGH
TAX_187,tax_burden,Will the new laws increase the tax burden on ordinary Nigerians?,No. 90% of Nigerians and 97% of small businesses will pay the same or less tax.,Ƙa'idodin Littafi Mai Tsarki suna ɗauke da sababbin dokoki ne game da kuɗin da gwamnati za ta biya wa ' yan Adam?,"A'a, kashi 9 bisa ɗari na masu karɓan bashi suna ba da kuɗin haraji ko kuma kaɗan.","tax burden, ordinary, 90%, small business",FAQ.txt – Taiwo Oyedele,"kashi, karɓan, bashi, kuɗin, haraji",HIGH
TAX_188,tax_use,How do we know our tax money is being spent well?,The reforms include transparency laws and a 'Social Contract' where the state must prove value for tax paid.,Ta yaya muka sani cewa ma'aikatan gwamnati suna ciyar da mu sosai?,"Canjin ya haɗa da dokoki masu yawa da ke haɗa kan "" yan Adam da kuma "" yan kasuwa da suke son su yi amfani da gudummawar da gwamnati take bayarwa.","transparency, social contract, accountability",FAQ.txt – Taiwo Oyedele,"Canjin, dokoki, kasuwa, amfani, gudummawar",HIGH
TAX_189,administration,What is the 'Single Agency' collection model?,The reform aims to have one agency (Nigeria Revenue Service) collect all taxes to stop harassment from multiple agencies.,Menene misali na rubuce - rubucen cuneiform na ɗaya kawai?,"Wani abu kuma da ake bukata don a yi aiki a wata majami'a a Afirka ta Kudu shi ne, wani ma'aikaci a ƙasar Nijeriya yana tallafa wa dukan haraji da ake yi don a kawar da hani daga gwamnati.","single agency, NRS, collection, harassment",FAQ.txt – Taiwo Oyedele,"bukata, majami'a, Afirka, ma'aikaci, ƙasar",HIGH
TAX_190,fair_taxation,Is it fair that only a few people pay tax in Nigeria?,"No. The reforms aim to broaden the base so everyone pays a small, fair amount rather than a few paying a lot.","Shin, mutane kaɗan ne kawai suke biyan haraji a Nijeriya?","A'a, an yi gyara ne domin kowa ya ba da adadi kaɗan maimakon ya biya adadi kaɗan.","tax base, fairness, broaden, few taxpayers",FAQ.txt – Taiwo Oyedele,"gyara, domin, adadi, kaɗan, maimakon",HIGH
TAX_191,digital_economy,How will the new laws handle taxes on social media and crypto?,"A simple, modern framework to tax digital profits and transactions without killing innovation.",Ta yaya ne sababbin dokoki za su sa a yi amfani da su a hanyar da ta dace?,Wani yanayi da ba a tsammani ba da kuma na zamani domin amfanin da ake samu kuma ake amfani da su wajen kashe mutane ba tare da ɗaukan ciki ba.,"social media, crypto, digital, framework, innovation",FAQ.txt – Taiwo Oyedele,"yanayi, tsammani, zamani, domin, amfanin",HIGH
TAX_192,small_business,What is being done to stop 'Nuisance Taxes' on traders?,"Over 50 small, annoying taxes and levies are being abolished or merged into one single, easy payment.",Menene ake yi don a kama ' yan kasuwa?,"Fiye da kuɗin haraji 50 da rabi, yara ƙanana ne kuma ba sa saurin ɗaukan kaya masu nauyi.","nuisance tax, traders, abolish, merge, 50",FAQ.txt – Taiwo Oyedele,"kuɗin, haraji, rabi,, ƙanana, saurin",HIGH
TAX_193,trust_building,How can I report a tax official who is asking for a bribe?,Report them to the new 'Tax Ombudsman' office or use the whistleblower framework being set up.,Ta yaya zan ba ma wani ma'aikacin haraji da yake neman cin hanci?,Ka yi la'akari da wannan yayin da ofishin reshe na jami'a yake ƙoƙarin ya fallasa ko kuma yi amfani da tuhumar da ake yi.,"bribe, ombudsman, whistleblower, report, official",FAQ.txt – Taiwo Oyedele,"la'akari, wannan, yayin, ofishin, reshe",HIGH
TAX_194,reform_safety,Can a future government easily change these new fair laws?,The reforms are being institutionalized via a legal framework to make it harder to return to the old system.,Zai yiwu gwamnati ta nan gaba ta canja waɗannan dokoki masu kyau?,An ƙarfafa ' yan'uwa su yi gyara ta tsarin doka don su sake gina wannan tsarin.,"reform, legal framework, institutionalized, future",FAQ.txt – Taiwo Oyedele,"ƙarfafa, yan'uwa, gyara, tsarin, wannan",HIGH
TAX_195,info_access,Where can I find more information about these tax reforms?,"Visit fiscalreforms.ng or follow the Presidential Committee on X, LinkedIn, Facebook.",A ina zan samu ƙarin bayani game da waɗannan canje - canjen?,"Ƙungiyar Kāre Lafiya ta Duniya ta ba da umurni cewa a ci gaba da kula da Kwamitin Hulɗa da Asibitoci a shekara ta X, U.S.A.","fiscalreforms.ng, Presidential Committee, info",FAQ.txt – Taiwo Oyedele,"Ƙungiyar, Lafiya, Duniya, umurni, Kwamitin",HIGH
TAX_196,food_prices,Will the 10% VAT increase make food more expensive?,"No. Basic food, water, and raw materials for farming remain at 0% VAT, so prices should stay stable.",Shin cin abinci mai tsada zai ƙara tsada ne?,"A'a, abinci, ruwan inabi, da kuma al'amuran da ake samu a sana'o'i masu yawa don a ci gaba da sana'o'in masu tsada, suna bukatar su kasance da sauƙi.","VAT, food, 0%, stable, prices",Committee Briefing 2025,"abinci,, ruwan, inabi,, al'amuran, sana'o'i",HIGH
TAX_197,student_loan,Is the student loan repayment a tax?,"No. Student loan repayments are personal debt obligations, not a general tax on the public.","Shin, akwai abin da yake da kyau a gare shi?","A'a, idan aka ba da bashi, ba a biyan bashi ba.","student loan, debt, not a tax",Committee Briefing 2025,"bashi,, biyan, bashi",HIGH
TAX_198,transport_cost,Is there VAT on 'Danfo' or 'Keke' transport fares?,No. Public land transportation is explicitly exempt from VAT to keep costs low for the masses.,"Alal misali, ka yi la'akari da wannan misalin: A ce wani ya yi amfani da wata mota don ya yi maka ja - gora a hanyar da ba ta dace ba.","A'a, babu mota a ƙasa da ke cike da kayayyaki na huɗu don biyan bukatun mutane.","VAT, danfo, keke, transport, exempt",Nigeria Tax Act 2025,"kayayyaki, biyan, bukatun, mutane.",HIGH
TAX_199,electricity,Do I pay VAT on my electricity bill?,"Under the 2025 reforms, electricity for residential use is subject to a 0% VAT rate.",Shin wutar lantarki na huɗu da nake amfani da shi a cikin wutar lantarki ne?,"Sa'ad da aka yi gyara a tsakanin shekara ta 1920 zuwa 1949, wutar lantarki tana ƙarƙashin wata irin kara na huɗu.","VAT, electricity, 0%, residential, bill",Nigeria Tax Act 2025,"Sa'ad, gyara, tsakanin, shekara, 1949,",HIGH
TAX_200,amnesty,What is the 'Tax Amnesty' mentioned by the Committee?,A limited-time opportunity for people to pay back-taxes without being fined or sent to jail.,Me ya sa ake kiran Kwamitin Hulɗa da Asibitoci da aka ambata a baya?,Hanya ɗaya da mutane za su biya haraji ba tare da biya haraji ba ko kuma su aika a saka su a kurkuku.,"amnesty, back-taxes, limited time, no penalty",Committee Briefing 2025,"Hanya, mutane, haraji, haraji, kurkuku.",HIGH
TAX_201,admin_rules,Why does it take more than two weeks to get a Tax Clearance Certificate (TCC)?,The 2-week period starts only after all taxes for the past three years are paid and the application filed.,Me ya sa makonni biyu da suka shige yake ɗaukan lokaci kafin ya samu wani abu?,Lokaci na makonni 2 ne kawai bayan kusan dukan kuɗin da ake biya na shekara uku da rabi da kuma roƙo.,"TCC, 2 weeks, timeline, 3 years, FIRS",Frequently Asked Questions.txt,"Lokaci, makonni, kawai, bayan, kusan",HIGH
TAX_202,pit_exempt,Must a full-time housewife or a jobless person pay tax?,"All adults 18+ must register, but pay zero if income is below N800k/year (minimum wage threshold).",Shin za ka biya haraji na cikakken lokaci ko wanda ba ka aiki?,"Ya kamata tsofaffi da suka tsufa su yanke shawara, amma idan suka biya bashi, za su biya bashi idan ba su da kuɗin biyan bashin da za su biya.","housewife, jobless, 18+, N800k, threshold",Frequently Asked Questions.txt,"kamata, tsofaffi, tsufa, yanke, shawara,",HIGH
TAX_203,admin_rules,What is 'Self Assessment'?,"A do-it-yourself approach where a taxpayer assesses their own tax, pays via a bank, and gets an e-TCC without visiting an office.","Mecece zauren akwatin bayani na ""Tafiyar da Shirin Ayuka""?","Irin waɗannan hanyoyin ba da gudummawa da muka ambata suna iya sa ka yi tunani sosai game da kuɗin da kake da shi a banki, da kuma kuɗin da za ka kashe, ba tare da kun yi tafiya ba.","self assessment, e-TCC, bank, no office, DIY",Frequently Asked Questions.txt,"waɗannan, hanyoyin, gudummawa, ambata, tunani",HIGH
TAX_204,employment_tax,Do temporary or casual workers need to pay tax?,"Yes. The law defines a taxable employee as either a temporary, casual, or permanent worker.",Masu aiki na ɗan lokaci ne ko kuma masu biyan haraji?,"Hakika, dokar ta kwatanta yin amfani da haraji a matsayin ma'aikaci na ɗan lokaci.","temporary, casual, worker, employee, taxable",Frequently Asked Questions.txt,"Hakika,, dokar, kwatanta, amfani, haraji",HIGH
TAX_205,pit_calc,How does the new law benefit someone earning N6 million yearly?,"Annual tax drops from N896,000 to N780,000, saving the individual N116,000 in a year.",Ta yaya sabuwar doka za ta amfane mutane da yawa da suka ba da kansu a shekarar da ta shige?,"A shekarar da ta biyo baya, gwamnatin ƙasar Rasha ta ba da rahoto cewa a shekara ta 1999, Shaidun Jehobah sun ba da rahoton yadda za a ceci mutumin da ya halarci taron.","PIT, N6m, savings, N116k, middle income",Frequently Asked Questions.txt,"shekarar, baya,, gwamnatin, ƙasar, Rasha",HIGH
TAX_206,admin_rules,Can I use Withholding Tax (WHT) to pay my Personal Income Tax?,Yes. WHT is recognized as part of taxes already paid and can be used to offset your final assessed tax.,Shin zan iya yin amfani da kuɗin da nake da shi na biya wa kaina?,"Hakika, ana iya samun kuɗin da za a biya ta albashi mai tsoka, kuma ana iya yin amfani da kuɗin da aka biya na kuɗi a ƙarshe.","WHT, PIT, offset, credit, final tax",Frequently Asked Questions.txt,"Hakika,, samun, kuɗin, albashi, tsoka,",HIGH
TAX_207,admin_rules,What is the difference between PAYE and Direct Assessment?,PAYE is for people in paid employment; Direct Assessment is for self-employed individuals and entrepreneurs.,Menene bambancin da ke tsakanin Hasumiyar Tsaro da kuma jami'a?,WANNAN yana nufin mutane da suke aiki tare da su su yi aiki tuƙuru.,"PAYE, direct assessment, self-employed, difference",Frequently Asked Questions.txt,"WANNAN, nufin, mutane, tuƙuru.",HIGH
TAX_208,small_business,Is there an asset limit for small company tax exemptions?,Yes. Companies with up to N250 million in assets are generally considered for small-business exemptions.,Shin akwai iyaka ne da za mu iya neman hujja don mu nemi ' yan kasuwa masu kama kifi?,"Hakika, ' yan kasuwa fiye da miliyan 250 ne suke ɗaukan nauyin kamfanin.","small company, N250m, assets, exemption",Frequently Asked Questions.txt,"Hakika,, kasuwa, miliyan, ɗaukan, nauyin",HIGH
TAX_209,vat_reform,Will the new VAT model change how states get money?,Yes. VAT will be shared based on where goods are consumed (derivation) rather than head office location.,Za a sake kafa sabon misali na aminci a hanyar da ƙasashe suke samun kuɗi?,"(Ru'ya ta Yohanna 7: 9; 14: 1 - 4) Hakika, huɗu na huɗu za su yi aiki a wajen da za a tara dukiya (ko kuma a wurin aiki).","VAT, states, derivation, distribution, FAAC",Frequently Asked Questions.txt,"(Ru'ya, Yohanna, Hakika,, wajen, dukiya",HIGH
TAX_210,social_contract,What is the 'Social Contract' in the 2025 Tax Act?,An agreement of trust where citizens pay fair taxes and the state proves the money is spent on development.,"Mecece ""baƙi "" da aka kwatanta a Dokar Ibrananci da aka yi amfani da ita a ƙarni na 20?",Wani bincike da ' yan ƙasa suka yi ya nuna cewa kuɗin da suke samu yana ci gaba sosai.,"social contract, trust, citizens, development",Frequently Asked Questions.txt,"bincike, kuɗin, sosai.",HIGH
TAX_211,administration,What is the 'Single Agency' collection goal?,The goal is to have one single agency collect all government revenues to stop harassment by multiple agencies.,Menene manufar waɗanda suke da'awa su kaɗai ne za su yi?,"Ainihin dalilin shi ne, ana biyan dukan kuɗin gwamnati don a hana tsanantawa daga tattalin arziki.","single agency, NRS, revenues, harassment",Frequently Asked Questions.txt,"Ainihin, dalilin, biyan, dukan, kuɗin",HIGH
TAX_212,remote_work,Can Nigerian youths work for foreign companies without being double-taxed?,Yes. New laws facilitate remote work so youths can earn foreign income while paying fair tax locally.,Matasa suna iya yin aiki tuƙuru don su taimaka wa ma'aikatan gwamnati ba tare da yin fahariya ba?,"Babu shakka, dokokin da aka kafa don matasa su sami kuɗin biyan bukatar baƙi sa'ad da suka biya haraji na jama'a.","remote work, youth, double tax, foreign income",Frequently Asked Questions.txt,"shakka,, dokokin, matasa, kuɗin, biyan",HIGH
TAX_213,pit_exempt,Are student loans considered taxable income?,No. Loans are not income and are therefore not subject to any form of taxation.,Ko kuwa suna ganin ba za su iya biyan bashi ba ne?,"A'a, ba cin bashi ba ne, kuma ba sa ƙarƙashin kowace ƙabilar ' ya'yansu.","student loan, not taxable, income, loan",Frequently Asked Questions.txt,"bashi, ƙarƙashin, kowace, ƙabilar, ya'yansu.",HIGH
TAX_214,investment_tax,Is income from foreign property taxable if kept abroad?,No. Rent and dividends earned abroad are exempt from Nigerian tax if brought back through approved banks.,Shin za su biya kuɗin da suke samu daga ƙasashen waje idan suka ci gaba da hidima a wata ƙasa?,"A'a, ma'aikatan gwamnati suna da ' yancin biyan haraji a ƙasar.","foreign property, rent, dividend, approved banks",Frequently Asked Questions.txt,"ma'aikatan, gwamnati, yancin, biyan, haraji",HIGH
TAX_215,creative_tax,Why were tax exemptions for musicians and actors removed?,"To ensure fairness, all high-earning individuals including creatives now pay their fair share like other workers.",Me ya sa aka kawar da masanan taurari da kuma mawaƙa?,"Domin a tabbatar da gaskiya, dukan mutane a duniya, haɗe da ba da cin hanci, suna ba da kansu ga aikinsu na adalci a yanzu kamar sauran ma'aikata.","musician, actor, creative, exemption removed, fairness",Frequently Asked Questions.txt,"Domin, tabbatar, gaskiya,, dukan, mutane",HIGH
TAX_216,household_tax,Do I pay VAT on my monthly household rent?,No. Residential rent for individuals is explicitly exempt from VAT under the 2025 reforms.,Na yi hayar ɗaki na huɗu a lokacin cin abinci na mako - mako?,"A'a, ma'aikata masu yawa suna da ra'ayin da bai dace ba game da gyaran da ake yi.","VAT, residential rent, exempt, household",Frequently Asked Questions.txt,"ma'aikata, ra'ayin, gyaran",HIGH
TAX_217,energy_tax,Is there VAT on solar panels or green energy?,No. Solar panels and renewable energy equipment are VAT-exempt to help lower electricity costs.,A kan fanel na huɗu ko ƙarfi?,"A'a, fanel ɗin yana da ƙarfi da kuma ƙarfi sosai don ya taimaka wa mutane su rage kuɗin wutar lantarki.","VAT, solar, green energy, exempt, renewable",Frequently Asked Questions.txt,"fanel, ƙarfi, ƙarfi, sosai, taimaka",HIGH
