ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source
TAX_379,paye,if my oga no remove PAYE nko?,Your oga go face penalty — 10% of the tax plus interest. And your State tax board fit come after you directly for the tax you never pay.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_380,paye,how I go see my PAYE record?,Check your payslip every month. You can also go your State tax board with your TIN to see your PAYE payment history. Your employer must give you annual PAYE certificate.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_381,personal_income_tax,wetin be personal income tax?,"Personal Income Tax na tax wey government dey collect from individual person income — salary, business profit, investment return. Every working Nigerian suppose pay am.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_382,personal_income_tax,na who must pay tax?,"Any person wey dey live and earn money for Nigeria suppose pay PIT. Na from salary, business, rent, investment — any income source above minimum wage.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_383,personal_income_tax,tax dey how much?,First N800k: free (0%). N800k–N3m: 15%. N3m–N12m: 18%. N12m–N25m: 21%. N25m–N50m: 23%. Above N50m: 25%. Most ordinary Nigerians fall in the lower bands.,,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_384,personal_income_tax,how dem dey calculate income tax?,"Add your total income, minus pension, NHF, and NHIS contributions, minus rent relief. Then use the tax bands: first N800k free, next N2.2m at 15%, and so on.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_385,personal_income_tax,which income dem dey tax?,"All income sources dey taxed: salary, business profit, rent, investment income, online money, crypto gains, freelance income. But pension, government bonds, and military salary get exemption.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_386,personal_income_tax,allowance sef dey taxed?,"Yes, your housing allowance, transport allowance, and meal allowance na all part of your taxable income. Your employer include them when calculating your PAYE.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_387,personal_income_tax,salary dey taxed?,"Yes, salary dey taxed through PAYE. Your employer dey handle the deduction. But if your salary na minimum wage level or below, you no go pay tax.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_388,personal_income_tax,freelancer go pay tax?,"Yes, freelancer suppose pay tax. Go your State tax board, register for Direct Assessment, declare your income every year, and pay by March 31.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_389,personal_income_tax,if I dey work myself nko?,"You suppose register for Direct Assessment with your State tax board. Declare your income and business expenses, calculate your tax, then pay by March 31 every year.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_390,personal_income_tax,small business sef pay tax?,"Yes. If your business dey make profit wey pass minimum wage level, you suppose pay PIT. Register with your State IRS and declare your profit every year.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_391,filing,how I go file my tax?,"Go efiling.firs.gov.ng or your state tax portal. Use your TIN to login, upload your income details, and submit. Individual deadline na 31st March every year.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_392,filing,deadline for tax when?,"For individuals: 31st March every year. For companies: 6 months after your financial year end. E.g., a December year-end company must file by June 30th.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_393,filing,filing fit be online?,Yes! efiling.firs.gov.ng na the FIRS portal. Most State tax boards also get their own online portal. You no need go office again for most filings.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_394,filing,if I miss date nko?,"Penalty go come: N50,000 for first month late, then N25,000 every month after that. Plus interest on any unpaid tax. File as soon as possible to reduce the fine.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_395,filing,na how many times file tax?,Once a year for individuals (March 31 deadline) and companies (6 months after year-end). VAT filers must also submit monthly returns by 21st of each following month.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_396,filing,wetin I need for filing?,"Carry your TIN, salary statement, pension and NHF receipts, rent receipt, bank statement, and any business income records. Keep everything organized before you file.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_397,filing,person fit help me file?,Yes. You fit give accountant or tax consultant authority to file for you. But make sure the figures correct — you go still be responsible if anything wrong.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_398,filing,must I use accountant?,"No be must. Individual with only salary income fit file by themselves online. But if you get business, multiple income or investment, accountant go make life easier.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_399,filing,if mistake dey filing nko?,Submit an amended return to your State IRS or FIRS with correction. They fit accept am without penalty if no fraud dey involved. Do am fast before dem audit you.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_400,filing,I fit change my tax return?,"Yes, you fit amend. But do am within 6 years. Go submit amended return to the same tax office wey you filed the original one.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_401,compliance,wetin be tax compliance?,"Tax compliance mean: register for TIN, file your returns on time, pay your tax when due, and keep your financial records. If you do all these, you dey compliant.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_402,compliance,how I go follow tax law?,"Register TIN, file return every year, pay your tax, keep your receipt and records, and reply any letter from tax office. That na compliance in full.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_403,compliance,wetin be my duty as taxpayer?,"Your duty: register TIN, file return every year, pay tax on time, deduct and pay WHT where applicable, keep all financial records for 6 years, and cooperate with tax office.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_404,compliance,record dey important?,"Yes, very important. Without records, tax office fit estimate your income higher and tax you more. Keep every receipt, invoice, and bank statement.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_405,compliance,record go last how long?,"6 years minimum. Keep all receipts, invoices, salary slips, bank statements, and tax payment evidence for at least 6 years. If fraud suspected, dem fit go back further.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_406,compliance,wetin be audit?,"Audit na when tax office come check your financial records to see if your tax return correct. Dem go review your books, invoices, and bank statements.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_407,compliance,dem fit audit me anytime?,"Yes, within 6 years. If they suspect fraud, no time limit. That na why you must keep your records well and file accurate returns every year.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_408,compliance,wetin dey cause audit?,"Audit fit come if: your income no match your lifestyle, someone report you, your returns dey inconsistent, your industry get high risk, or dem just randomly select you.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_409,compliance,how I go ready for audit?,"Gather all your receipts, bank statement, invoices, and tax payment evidence. Cross-check with what you filed. Get a tax professional if e complex. Be honest and cooperative.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_410,compliance,wetin dem dey check for audit?,"Dem go check: your income records, bank statement, invoices, receipts, contracts, payroll, VAT returns, and your previous tax returns. Make sure everything match.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_411,penalties,if I no pay tax wetin go happen?,"You go get 10% penalty on the tax you no pay, plus interest every month until you pay. They fit also seize your property or take you to court.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_412,penalties,late filing get fine?,"Yes! First month late: N50,000 fine. Every month after: N25,000 more. E dey add up fast — better to file on time even if you no fit pay everything at once.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_413,penalties,wetin be tax evasion?,"Tax evasion na when you deliberately hide income, give false information, or refuse to file/pay tax. Na crime. Fine reach N10 million plus prison if dem catch you.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_414,penalties,tax matter fit carry jail?,"Yes! Tax evasion fit carry you go prison — up to 5 years. Plus you go still pay all the tax, penalty and interest. No be small matter.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
